equipment_id,equipment_type,age,maintenance_count,cost,risk_impact,labor_hours,failure_probability
EQUIP_0872,fuse_cutout,16,3,1918,1.2,2,0.505
EQUIP_0873,electric_pole,7,1,2159,1.01,5,0.275
EQUIP_0874,electric_pole,11,0,2104,1.43,6,0.408
EQUIP_0875,insulator,1,0,832,0.89,1,0.277
EQUIP_0876,insulator,4,1,1204,1.13,1,0.303
EQUIP_0877,transformer,26,7,14051,3.76,17,1
EQUIP_0878,electric_pole,18,3,2513,1.97,6,0.582
EQUIP_0879,electric_pole,19,4,3043,1.31,7,0.648
EQUIP_0880,electric_pole,9,2,2085,1.41,4,0.444
EQUIP_0881,fuse_cutout,8,1,1513,1.06,2,0.428
EQUIP_0882,electric_pole,8,0,2475,1.23,6,0.346
EQUIP_0883,electric_pole,14,3,2446,1.64,6,0.49
EQUIP_0884,capacitor_bank,11,3,3330,2.04,4,0.556
EQUIP_0885,switchgear,6,1,6053,2.5,8,0.494
EQUIP_0886,fuse_cutout,4,1,1594,1.07,3,0.412
EQUIP_0887,switchgear,13,2,7486,2.71,10,0.606
EQUIP_0888,fuse_cutout,13,2,1740,1.41,2,0.487
EQUIP_0889,switchgear,9,3,6765,2.17,7,0.595
EQUIP_0890,electric_pole,11,1,2810,1.23,7,0.423
EQUIP_0891,capacitor_bank,1,1,2823,1.79,4,0.366
EQUIP_0892,capacitor_bank,14,1,3150,2.21,3,0.562
EQUIP_0893,fuse_cutout,9,0,1869,1.44,3,0.417
EQUIP_0894,fuse_cutout,8,1,1972,0.91,3,0.322
EQUIP_0895,circuit_breaker,12,6,7255,3.07,12,0.683
EQUIP_0896,insulator,22,6,1366,1.35,2,0.655
EQUIP_0897,insulator,8,1,1054,0.95,2,0.289
EQUIP_0898,electric_pole,8,2,2302,1.04,7,0.399
EQUIP_0899,switchgear,5,1,5386,2.43,12,0.458
EQUIP_0900,circuit_breaker,9,3,7994,2.87,9,0.719
EQUIP_0901,switchgear,13,4,6737,1.93,9,0.674
EQUIP_0902,electric_pole,19,5,2337,1.51,7,0.662
EQUIP_0903,switchgear,23,2,7006,2.96,7,0.857
EQUIP_0904,electric_pole,16,3,3095,1.75,5,0.609
EQUIP_0905,switchgear,7,2,6449,2.26,9,0.511
EQUIP_0906,capacitor_bank,14,6,3281,1.73,6,0.53
EQUIP_0907,capacitor_bank,8,1,3954,2.01,3,0.443
EQUIP_0908,transformer,23,3,13100,3.81,20,1
EQUIP_0909,fuse_cutout,3,1,1710,1.45,2,0.281
EQUIP_0910,insulator,12,4,1393,1.29,1,0.456
EQUIP_0911,switchgear,1,1,5632,2.04,8,0.474
EQUIP_0912,fuse_cutout,9,2,1988,1.04,2,0.333
EQUIP_0913,insulator,5,0,1277,0.83,2,0.308
EQUIP_0914,capacitor_bank,14,5,4276,1.99,4,0.566
EQUIP_0915,transformer,18,3,10089,3.09,17,1
EQUIP_0916,electric_pole,4,0,2508,1.09,4,0.287
EQUIP_0917,capacitor_bank,22,4,3934,2.02,4,0.792
EQUIP_0918,circuit_breaker,8,0,7952,2.86,13,0.661
EQUIP_0919,fuse_cutout,20,1,2364,1.39,3,0.586
EQUIP_0920,fuse_cutout,7,2,1977,1.51,2,0.337
EQUIP_0921,electric_pole,13,1,2237,1.37,6,0.479
EQUIP_0922,circuit_breaker,7,1,7696,2.37,13,0.634
EQUIP_0923,circuit_breaker,3,0,5939,2.55,15,0.579
EQUIP_0924,switchgear,9,2,5621,2.3,7,0.541
EQUIP_0925,switchgear,9,1,6361,2.03,8,0.664
EQUIP_0926,circuit_breaker,12,3,6739,2.5,11,0.822
EQUIP_0927,circuit_breaker,4,1,6019,2.55,10,0.653
EQUIP_0928,switchgear,21,4,5891,2.78,12,0.781
EQUIP_0929,switchgear,23,6,7479,2.75,11,0.839
EQUIP_0930,transformer,14,3,11193,3.42,15,0.844
EQUIP_0931,fuse_cutout,15,4,2150,1.32,3,0.545
EQUIP_0932,fuse_cutout,22,7,2536,1.28,2,0.71
EQUIP_0933,circuit_breaker,7,2,5739,2.77,11,0.675
EQUIP_0934,fuse_cutout,5,3,1399,1.15,2,0.333
EQUIP_0935,insulator,15,7,1283,1,1,0.593
EQUIP_0936,switchgear,5,1,4773,1.73,11,0.485
EQUIP_0937,electric_pole,5,1,2460,1.12,5,0.424
EQUIP_0938,electric_pole,10,5,2378,1.39,4,0.448
EQUIP_0939,electric_pole,19,2,3018,1.82,5,0.635
EQUIP_0940,capacitor_bank,11,1,3166,1.69,4,0.501
EQUIP_0941,fuse_cutout,19,3,1737,1.34,2,0.601
EQUIP_0942,capacitor_bank,12,6,3267,1.84,4,0.583
EQUIP_0943,transformer,6,1,7269,3.31,18,0.766
EQUIP_0944,electric_pole,5,0,1914,1.54,7,0.321
EQUIP_0945,capacitor_bank,11,1,3083,1.48,6,0.525
EQUIP_0946,electric_pole,13,4,2859,1.26,4,0.572
EQUIP_0947,fuse_cutout,1,0,1454,1.18,2,0.125
EQUIP_0948,transformer,21,4,11921,3.41,19,1
EQUIP_0949,switchgear,10,5,5097,2.3,12,0.562
EQUIP_0950,insulator,9,2,1244,1.6,1,0.305
EQUIP_0951,transformer,8,0,10260,3.26,17,0.772
EQUIP_0952,fuse_cutout,5,0,1610,0.93,3,0.363
EQUIP_0953,circuit_breaker,20,7,9567,3.21,10,0.922
EQUIP_0954,insulator,12,4,1400,1.02,1,0.363
EQUIP_0955,switchgear,12,1,5241,1.99,9,0.74
EQUIP_0956,capacitor_bank,5,1,3238,1.35,6,0.436
EQUIP_0957,capacitor_bank,21,2,3540,1.94,3,0.718
EQUIP_0958,capacitor_bank,14,2,3757,1.67,3,0.569
EQUIP_0959,transformer,7,1,8309,3.49,16,0.743
EQUIP_0960,circuit_breaker,19,3,7473,2.62,15,0.876
EQUIP_0961,insulator,13,1,1014,1.64,2,0.428
EQUIP_0962,switchgear,20,5,6519,2.16,7,0.797
EQUIP_0963,switchgear,9,2,5134,2.08,7,0.47
EQUIP_0964,switchgear,6,0,6396,2.49,7,0.512
EQUIP_0965,fuse_cutout,7,2,1751,1.2,3,0.375
EQUIP_0966,electric_pole,2,0,1720,0.98,7,0.325
EQUIP_0967,circuit_breaker,20,7,8123,2.83,13,0.919
EQUIP_0968,circuit_breaker,4,0,6803,2.91,9,0.44
EQUIP_0969,electric_pole,9,2,2364,1.79,4,0.451
EQUIP_0970,insulator,16,5,1394,1.05,1,0.605
EQUIP_0971,capacitor_bank,14,2,3361,1.85,5,0.581
EQUIP_0972,fuse_cutout,9,1,1876,0.92,2,0.373
EQUIP_0973,transformer,18,4,11459,3.09,17,0.969
EQUIP_0974,fuse_cutout,14,6,2199,1.5,3,0.468
EQUIP_0975,circuit_breaker,6,1,7211,3,13,0.582
EQUIP_0976,electric_pole,12,0,2242,1.53,6,0.41
EQUIP_0977,circuit_breaker,7,0,5779,2.73,14,0.648
EQUIP_0978,insulator,15,5,1072,1.31,1,0.543
EQUIP_0979,electric_pole,8,2,2703,1.19,4,0.4
EQUIP_0980,electric_pole,13,4,2102,1.71,7,0.382
EQUIP_0981,insulator,16,2,1128,1.44,2,0.571
EQUIP_0982,insulator,15,1,1276,1.61,1,0.597
EQUIP_0983,circuit_breaker,4,0,7239,2.84,9,0.537
EQUIP_0984,fuse_cutout,5,1,1525,0.97,3,0.227
EQUIP_0985,circuit_breaker,11,2,8753,2.5,12,0.704
EQUIP_0986,insulator,17,5,1597,1.28,1,0.586
EQUIP_0987,transformer,19,4,9226,3.14,15,0.958
EQUIP_0988,insulator,10,2,1436,1.09,2,0.399
EQUIP_0989,insulator,14,3,1422,1.53,1,0.429
EQUIP_0990,transformer,22,2,11851,3.23,12,1
EQUIP_0991,transformer,18,5,10405,3.12,17,0.871
EQUIP_0992,capacitor_bank,5,1,3152,1.88,4,0.492
EQUIP_0993,transformer,13,1,11040,3.49,20,0.925
EQUIP_0994,insulator,7,1,1053,0.97,1,0.378
EQUIP_0995,transformer,5,1,7376,2.86,12,0.676
EQUIP_0996,insulator,9,2,1022,0.99,2,0.335
EQUIP_0997,circuit_breaker,4,0,5789,2.79,8,0.652
EQUIP_0998,switchgear,12,2,5355,2.29,8,0.691
EQUIP_0999,circuit_breaker,15,4,8513,3.07,11,0.805
EQUIP_1000,electric_pole,1,0,1817,1.61,6,0.293
